user_id,matched_user_id,text_similarity,mbti_score,location_score,compatibility_score,action,timestamp
U017,U035,56.29,10.0,10.0,33.15,1,2025-06-20
U017,U065,4.25,100.0,100.0,52.12,0,2025-03-15
U017,U064,5.11,55.0,10.0,21.06,0,2025-06-16
U017,U070,37.37,55.0,10.0,37.18,1,2025-06-13
U017,U068,3.14,75.0,10.0,26.07,0,2025-03-01
U017,U043,1.17,100.0,100.0,50.58,1,2025-02-08
U017,U015,3.93,55.0,10.0,20.47,1,2025-06-28
U017,U051,5.16,55.0,50.0,29.08,1,2025-01-27
U017,U053,54.58,55.0,10.0,45.79,1,2025-07-03
U017,U032,55.67,45.0,10.0,43.34,0,2025-01-31
U017,U030,4.19,45.0,10.0,17.59,1,2025-05-30
U018,U056,4.29,55.0,10.0,20.64,0,2025-07-07
U018,U024,4.13,30.0,10.0,13.06,1,2025-07-07
U018,U042,70.3,45.0,10.0,50.65,1,2025-04-28
U018,U016,0.9,65.0,10.0,21.95,1,2025-05-05
U018,U051,3.47,65.0,10.0,23.23,0,2025-04-15
U018,U032,0.88,45.0,10.0,15.94,0,2025-03-19
U018,U026,33.69,45.0,10.0,32.35,1,2025-05-03
U018,U002,6.5,55.0,10.0,21.75,0,2025-03-04
U018,U069,38.76,45.0,10.0,34.88,1,2025-06-27
U018,U027,4.4,45.0,50.0,25.7,0,2025-02-25
U018,U064,4.12,55.0,10.0,20.56,0,2025-05-02
U018,U050,1.36,45.0,50.0,24.18,1,2025-03-15
U018,U010,3.36,45.0,10.0,17.18,0,2025-02-15
U018,U031,0.86,45.0,50.0,23.93,0,2025-05-17
U018,U073,2.36,65.0,10.0,22.68,0,2025-04-23
U018,U062,5.42,45.0,50.0,26.21,1,2025-05-17
U018,U006,2.9,45.0,10.0,16.95,1,2025-04-18
U018,U030,3.74,45.0,50.0,25.37,0,2025-07-01
U018,U014,5.22,45.0,10.0,18.11,1,2025-04-21
U018,U009,26.4,45.0,10.0,28.7,1,2025-06-20
U018,U021,4.15,55.0,10.0,20.58,0,2025-03-16
U018,U039,8.68,45.0,50.0,27.84,0,2025-06-17
U018,U044,3.3,65.0,10.0,23.15,0,2025-05-09
U018,U007,69.27,45.0,10.0,50.13,1,2025-03-03
U018,U034,2.7,45.0,10.0,16.85,0,2025-01-22
U018,U049,2.78,45.0,50.0,24.89,0,2025-02-03
U018,U072,5.0,45.0,10.0,18.0,0,2025-02-10
U019,U022,1.91,65.0,10.0,22.46,1,2025-02-01
U019,U037,5.53,55.0,50.0,29.26,0,2025-06-19
U019,U075,5.64,30.0,10.0,13.82,0,2025-02-03
U019,U028,3.83,45.0,10.0,17.41,0,2025-05-29
U019,U038,4.82,100.0,10.0,34.41,1,2025-02-26
U019,U007,62.97,45.0,10.0,46.99,1,2025-02-25
U019,U041,1.51,45.0,10.0,16.25,0,2025-04-24
U019,U040,4.48,30.0,50.0,21.24,1,2025-05-30
U019,U034,3.88,45.0,10.0,17.44,1,2025-03-23
U019,U066,4.21,45.0,10.0,17.6,0,2025-04-19
U019,U036,26.18,45.0,10.0,28.59,1,2025-05-26
U019,U068,6.11,45.0,10.0,18.56,0,2025-02-06
U019,U044,1.55,55.0,10.0,19.28,0,2025-03-04
U019,U016,3.57,55.0,10.0,20.29,1,2025-01-22
U019,U060,27.12,45.0,10.0,29.06,0,2025-02-22
U019,U003,9.85,30.0,10.0,15.93,1,2025-06-23
U019,U047,3.55,30.0,100.0,30.78,1,2025-04-19
U019,U043,2.31,30.0,50.0,20.15,0,2025-04-30
U019,U071,30.59,55.0,50.0,41.79,1,2025-02-02
U019,U061,20.34,55.0,100.0,46.67,1,2025-04-09
U019,U049,2.91,45.0,10.0,16.95,0,2025-01-25
U019,U002,34.66,30.0,50.0,36.33,1,2025-02-05
U019,U009,3.4,45.0,10.0,17.2,0,2025-06-20
U019,U020,4.5,55.0,10.0,20.75,1,2025-06-11
U019,U062,7.44,45.0,10.0,19.22,1,2025-03-07
U019,U001,2.34,45.0,50.0,24.67,0,2025-05-24
U019,U046,27.54,55.0,10.0,32.27,1,2025-03-25
U020,U024,11.2,75.0,10.0,30.1,1,2025-01-15
U020,U003,32.46,45.0,10.0,31.73,1,2025-06-19
U020,U038,93.38,10.0,100.0,69.69,1,2025-01-20
U020,U047,7.52,65.0,10.0,25.26,1,2025-04-18
U020,U074,5.13,45.0,10.0,18.06,0,2025-03-26
U020,U016,2.81,45.0,10.0,16.91,0,2025-03-05
U020,U031,8.03,55.0,50.0,30.51,0,2025-01-13
U020,U012,0.31,65.0,10.0,21.66,0,2025-04-17
U020,U075,10.47,45.0,10.0,20.74,1,2025-06-20
U020,U040,4.43,65.0,10.0,23.71,0,2025-04-15
U020,U022,0.6,45.0,50.0,23.8,0,2025-02-17
U020,U048,2.5,55.0,10.0,19.75,0,2025-04-05
U020,U002,30.45,65.0,10.0,36.72,0,2025-02-14
U020,U034,2.05,55.0,10.0,19.53,0,2025-06-29
U020,U069,14.08,55.0,10.0,25.54,1,2025-03-16
U020,U039,15.82,100.0,50.0,47.91,1,2025-04-20
U020,U035,46.43,30.0,10.0,34.21,1,2025-01-18
U020,U036,2.73,30.0,10.0,12.36,0,2025-05-18
U020,U061,1.12,75.0,10.0,25.06,0,2025-05-06
U020,U028,2.25,30.0,50.0,20.13,0,2025-04-09
U020,U054,2.22,75.0,10.0,25.61,0,2025-04-12
U020,U018,5.59,30.0,100.0,31.8,1,2025-05-03
U020,U014,4.93,30.0,10.0,13.46,0,2025-05-05
U020,U063,5.11,55.0,10.0,21.06,1,2025-04-24
U020,U037,10.39,45.0,10.0,20.7,1,2025-04-17
U020,U044,47.23,45.0,10.0,39.11,1,2025-05-28
U020,U052,50.02,30.0,10.0,36.01,1,2025-05-04
U021,U070,4.78,45.0,10.0,17.89,1,2025-05-30
U021,U044,60.46,45.0,10.0,45.73,0,2025-04-20
U021,U018,4.15,55.0,10.0,20.58,1,2025-05-15
U021,U033,3.27,65.0,10.0,23.14,0,2025-02-17
U021,U023,2.72,10.0,10.0,6.36,0,2025-06-07
U021,U031,59.3,30.0,10.0,40.65,1,2025-02-09
U021,U012,2.68,75.0,10.0,25.84,1,2025-01-18
U021,U050,2.45,30.0,10.0,12.22,1,2025-01-26
U021,U014,4.09,30.0,10.0,13.04,0,2025-05-12
U021,U011,6.36,45.0,50.0,26.68,0,2025-03-01
U021,U034,4.01,55.0,50.0,28.51,1,2025-04-23
U021,U039,8.68,55.0,10.0,22.84,1,2025-01-10
U021,U055,6.45,55.0,10.0,21.72,0,2025-05-15
U021,U071,34.15,45.0,10.0,32.58,1,2025-03-23
U021,U016,4.31,45.0,100.0,35.65,0,2025-01-12
U021,U007,3.31,30.0,50.0,20.65,0,2025-07-03
U021,U058,18.25,55.0,10.0,27.62,1,2025-01-24
U021,U010,59.02,30.0,10.0,40.51,0,2025-06-04
U021,U032,3.21,30.0,10.0,12.6,0,2025-03-28
U021,U006,3.54,55.0,10.0,20.27,1,2025-05-21
U021,U009,57.87,55.0,100.0,65.44,1,2025-06-26
U021,U062,4.75,55.0,10.0,20.87,1,2025-03-30
U021,U069,3.77,30.0,100.0,30.89,0,2025-06-05
U021,U013,2.55,30.0,10.0,12.28,0,2025-04-08
U021,U045,3.23,30.0,10.0,12.62,0,2025-01-11
U021,U064,45.13,75.0,50.0,55.06,0,2025-01-16
U021,U060,87.49,30.0,10.0,54.75,1,2025-01-25
U022,U064,5.73,45.0,10.0,18.36,1,2025-02-17
U022,U046,0.24,45.0,50.0,23.62,1,2025-06-06
U022,U060,11.36,55.0,50.0,32.18,1,2025-03-16
U022,U037,3.34,45.0,10.0,17.17,0,2025-02-05
U022,U050,30.94,65.0,50.0,44.97,1,2025-03-20
U022,U039,1.02,30.0,50.0,19.51,1,2025-01-11
U022,U041,62.55,30.0,100.0,60.27,1,2025-01-19
U022,U043,2.67,45.0,10.0,16.83,0,2025-02-26
U022,U035,12.7,55.0,10.0,24.85,0,2025-04-17
U022,U070,35.51,10.0,100.0,40.75,1,2025-03-18
U022,U003,2.81,10.0,10.0,6.41,0,2025-05-18
U022,U016,7.43,45.0,10.0,19.22,0,2025-04-25
U022,U044,1.72,45.0,10.0,16.36,1,2025-05-03
U022,U069,0.89,65.0,10.0,21.95,0,2025-04-04
U022,U001,2.64,55.0,10.0,19.82,0,2025-03-23
U022,U011,13.44,75.0,10.0,31.22,1,2025-05-10
U022,U036,3.52,55.0,10.0,20.26,0,2025-06-26
U022,U021,4.6,45.0,10.0,17.8,0,2025-07-08
U022,U047,2.64,45.0,10.0,16.82,0,2025-04-29
U022,U072,1.99,65.0,10.0,22.5,0,2025-03-11
U022,U065,3.59,45.0,10.0,17.3,0,2025-03-25
U022,U053,6.34,45.0,10.0,18.67,0,2025-05-27
U022,U067,6.4,65.0,10.0,24.7,0,2025-03-13
U022,U075,2.91,10.0,10.0,6.45,0,2025-04-21
U022,U068,2.79,30.0,50.0,20.39,0,2025-01-17
U022,U033,6.45,45.0,10.0,18.72,1,2025-05-23
U022,U027,5.66,30.0,100.0,31.83,1,2025-02-06
U023,U049,37.36,30.0,10.0,29.68,1,2025-06-08
U023,U070,4.93,45.0,10.0,17.96,0,2025-03-26
U023,U026,1.85,65.0,10.0,22.43,0,2025-05-16
U023,U006,5.86,30.0,50.0,21.93,1,2025-04-06
U023,U017,6.03,30.0,50.0,22.02,1,2025-05-01
U023,U073,42.53,45.0,10.0,36.77,0,2025-04-04
U023,U075,3.46,45.0,10.0,17.23,0,2025-04-13
U023,U008,4.31,30.0,10.0,13.15,1,2025-05-15
U023,U028,37.06,100.0,10.0,50.53,0,2025-05-11
U023,U033,6.8,45.0,50.0,26.9,1,2025-06-20
U023,U032,4.98,55.0,10.0,20.99,1,2025-06-25
U023,U027,2.82,30.0,10.0,12.41,1,2025-05-07
U023,U052,1.13,65.0,10.0,22.07,0,2025-04-26
U023,U016,42.87,45.0,10.0,36.94,1,2025-01-28
U023,U043,3.18,45.0,50.0,25.09,0,2025-06-15
U023,U031,1.87,55.0,10.0,19.44,0,2025-05-18
U023,U034,5.29,30.0,10.0,13.65,0,2025-02-26
U023,U072,0.44,55.0,100.0,36.72,0,2025-02-17
U023,U012,67.36,10.0,50.0,46.68,1,2025-02-27
U023,U024,3.51,45.0,100.0,35.25,0,2025-03-03
U023,U066,5.12,100.0,10.0,34.56,0,2025-02-03
U023,U036,63.44,65.0,10.0,53.22,1,2025-06-18
U023,U048,0.86,55.0,10.0,18.93,0,2025-05-09
U023,U065,1.9,45.0,50.0,24.45,0,2025-06-27
U023,U019,2.93,55.0,100.0,37.97,1,2025-06-15
U023,U020,1.45,45.0,10.0,16.22,0,2025-01-24
U023,U046,2.07,45.0,10.0,16.54,0,2025-03-07
U024,U072,27.02,55.0,100.0,50.01,1,2025-01-17
U024,U065,6.66,45.0,50.0,26.83,1,2025-05-19
U024,U025,39.32,75.0,10.0,44.16,0,2025-03-30
U024,U063,25.27,55.0,100.0,49.14,1,2025-05-04
U024,U034,2.02,55.0,10.0,19.51,0,2025-05-17
U024,U039,4.18,100.0,10.0,34.09,0,2025-03-11
U024,U047,4.29,65.0,100.0,41.65,0,2025-06-07
U024,U073,39.43,45.0,10.0,35.21,0,2025-01-31
U024,U048,5.62,55.0,10.0,21.31,0,2025-05-21
U024,U036,32.09,30.0,10.0,27.04,0,2025-04-20
U024,U070,6.34,45.0,10.0,18.67,1,2025-01-10
U024,U023,3.51,45.0,100.0,35.25,1,2025-06-07
U024,U021,31.36,65.0,10.0,37.18,1,2025-02-24
U024,U001,2.08,30.0,50.0,20.04,1,2025-04-29
U024,U010,1.06,55.0,50.0,27.03,0,2025-03-27
U024,U059,33.48,55.0,10.0,35.24,0,2025-05-14
U024,U069,3.62,55.0,10.0,20.31,0,2025-02-21
U024,U045,4.12,55.0,50.0,28.56,0,2025-04-14
U024,U042,32.43,55.0,50.0,42.71,1,2025-02-13
U024,U012,1.15,65.0,50.0,30.07,0,2025-06-16
U024,U074,6.34,45.0,10.0,18.67,1,2025-06-17
U024,U054,4.27,75.0,10.0,26.64,0,2025-04-19
U024,U051,31.41,45.0,50.0,39.21,1,2025-04-18
U024,U017,2.76,55.0,50.0,27.88,0,2025-05-27
U024,U057,4.13,10.0,100.0,25.06,0,2025-05-16
U024,U007,4.33,30.0,10.0,13.16,0,2025-06-29
U024,U061,22.49,75.0,100.0,53.74,0,2025-05-28
U025,U038,10.09,10.0,10.0,10.04,1,2025-02-21
U025,U046,1.18,45.0,10.0,16.09,1,2025-06-16
U025,U024,39.32,75.0,10.0,44.16,0,2025-06-02
U025,U040,2.42,65.0,10.0,22.71,1,2025-02-23
U025,U009,3.84,55.0,50.0,28.42,1,2025-04-07
U025,U013,37.09,55.0,10.0,37.04,1,2025-05-08
U025,U049,4.84,55.0,10.0,20.92,0,2025-04-29
U025,U047,2.51,65.0,10.0,22.75,0,2025-01-21
U025,U002,10.67,65.0,10.0,26.84,0,2025-06-15
U025,U062,4.49,55.0,10.0,20.74,0,2025-03-21
U025,U074,41.57,45.0,50.0,44.28,1,2025-02-28
U025,U003,9.73,45.0,50.0,28.36,1,2025-01-24
U025,U032,4.22,30.0,10.0,13.11,0,2025-02-18
U025,U027,3.11,55.0,10.0,20.06,1,2025-04-23
U025,U037,6.53,45.0,10.0,18.77,1,2025-04-13
U025,U006,4.81,55.0,10.0,20.9,1,2025-05-14
U025,U008,38.98,100.0,10.0,51.49,1,2025-04-05
U025,U034,2.12,55.0,100.0,37.56,1,2025-05-16
U025,U030,2.48,100.0,10.0,33.24,0,2025-01-20
U025,U063,4.0,55.0,10.0,20.5,1,2025-01-19
U025,U036,3.56,30.0,100.0,30.78,1,2025-06-30
U025,U016,8.32,45.0,50.0,27.66,0,2025-03-15
U025,U044,2.19,45.0,10.0,16.6,1,2025-04-25
U025,U061,1.57,75.0,10.0,25.29,0,2025-05-30
U025,U031,2.13,55.0,10.0,19.57,0,2025-06-03
U025,U053,7.08,75.0,50.0,36.04,1,2025-06-25
U025,U058,38.98,30.0,10.0,30.49,0,2025-06-06
U026,U011,60.07,55.0,50.0,56.53,1,2025-06-01
U026,U021,5.63,30.0,100.0,31.82,1,2025-04-28
U026,U054,2.06,30.0,50.0,20.03,1,2025-04-30
U026,U001,3.86,75.0,10.0,26.43,1,2025-01-25
U026,U073,1.16,100.0,50.0,40.58,1,2025-06-03
U026,U002,8.15,30.0,10.0,15.07,1,2025-04-13
U026,U028,3.01,45.0,10.0,17.01,1,2025-06-07
U026,U036,1.64,75.0,50.0,33.32,0,2025-05-05
U026,U020,8.68,30.0,10.0,15.34,1,2025-03-03
U026,U052,62.96,75.0,100.0,73.98,1,2025-03-07
U026,U007,4.71,75.0,50.0,34.86,0,2025-02-22
U026,U070,60.65,30.0,10.0,41.32,1,2025-02-10
U026,U034,2.69,45.0,50.0,24.85,0,2025-05-25
U026,U069,41.22,45.0,100.0,54.11,1,2025-04-26
U026,U024,4.73,30.0,10.0,13.36,1,2025-04-22
U026,U015,3.13,100.0,10.0,33.56,1,2025-04-04
U026,U009,29.95,10.0,100.0,37.98,1,2025-07-06
U026,U005,5.03,55.0,100.0,39.02,0,2025-03-04
U026,U058,3.6,45.0,10.0,17.3,1,2025-05-28
U026,U012,2.27,30.0,10.0,12.13,0,2025-04-23
U026,U067,1.75,45.0,50.0,24.38,0,2025-01-15
U026,U010,2.97,45.0,10.0,16.99,1,2025-02-16
U026,U037,2.95,100.0,10.0,33.47,1,2025-07-05
U026,U051,2.3,100.0,10.0,33.15,0,2025-03-08
U026,U048,5.21,45.0,10.0,18.11,0,2025-04-02
U026,U059,5.01,45.0,10.0,18.01,1,2025-02-06
U026,U057,4.91,55.0,10.0,20.96,0,2025-04-16
U027,U007,3.98,10.0,10.0,6.99,1,2025-04-23
U027,U062,57.35,75.0,50.0,61.17,1,2025-05-27
U027,U054,4.05,55.0,10.0,20.53,0,2025-03-11
U027,U011,2.0,30.0,10.0,12.0,1,2025-02-15
U027,U031,12.53,45.0,50.0,29.77,1,2025-03-09
U027,U048,4.42,45.0,10.0,17.71,0,2025-03-01
U027,U051,2.62,55.0,10.0,19.81,1,2025-04-09
U027,U053,4.14,55.0,10.0,20.57,1,2025-05-14
U027,U037,15.74,55.0,10.0,26.37,0,2025-04-22
U027,U013,44.91,45.0,10.0,37.95,1,2025-02-09
U027,U008,6.98,45.0,50.0,26.99,0,2025-01-31
U027,U050,3.91,45.0,50.0,25.46,1,2025-06-28
U027,U058,6.98,45.0,10.0,18.99,1,2025-04-18
U027,U029,6.91,45.0,10.0,18.95,1,2025-01-26
U027,U018,4.4,45.0,50.0,25.7,1,2025-06-24
U027,U060,3.31,10.0,50.0,14.66,0,2025-06-21
U027,U067,2.58,45.0,10.0,16.79,1,2025-06-01
U027,U046,6.63,55.0,50.0,29.82,0,2025-06-17
U027,U006,41.34,75.0,10.0,45.17,1,2025-03-08
U027,U030,3.54,45.0,50.0,25.27,0,2025-02-25
U027,U075,54.23,55.0,10.0,45.61,1,2025-03-09
U027,U017,12.12,75.0,10.0,30.56,1,2025-01-23
U027,U038,6.08,30.0,50.0,22.04,1,2025-05-08
U027,U021,4.83,55.0,10.0,20.91,0,2025-06-21
U027,U049,4.84,65.0,50.0,31.92,1,2025-06-21
U027,U002,7.05,55.0,10.0,22.03,1,2025-05-14
U027,U066,3.42,45.0,10.0,17.21,0,2025-04-18
U028,U047,2.62,55.0,10.0,19.81,0,2025-02-13
U028,U027,2.34,45.0,100.0,34.67,0,2025-01-20
U028,U062,0.83,45.0,50.0,23.91,1,2025-03-10
U028,U017,6.69,45.0,10.0,18.84,0,2025-05-02
U028,U021,6.53,55.0,10.0,21.77,1,2025-05-14
U028,U045,2.48,45.0,10.0,16.74,0,2025-02-08
U028,U020,2.25,30.0,50.0,20.13,0,2025-02-03
U028,U075,1.66,30.0,10.0,11.83,1,2025-03-08
U028,U001,62.68,45.0,10.0,46.84,1,2025-04-18
U028,U042,4.58,45.0,10.0,17.79,1,2025-01-20
U028,U057,0.78,55.0,10.0,18.89,0,2025-05-15
U028,U011,9.03,55.0,10.0,23.01,1,2025-03-04
U028,U019,3.83,45.0,10.0,17.41,1,2025-04-09
U028,U070,4.42,30.0,100.0,31.21,0,2025-07-03
U028,U025,5.28,30.0,10.0,13.64,0,2025-03-27
U028,U022,6.72,55.0,100.0,39.86,1,2025-03-09
U028,U061,63.56,30.0,10.0,42.78,0,2025-04-30
U028,U050,4.88,45.0,50.0,25.94,1,2025-01-21
U028,U048,0.83,45.0,10.0,15.91,0,2025-05-09
U028,U053,37.29,30.0,10.0,29.65,0,2025-02-14
U028,U074,4.42,30.0,10.0,13.21,0,2025-06-16
U028,U039,5.2,45.0,50.0,26.1,0,2025-07-08
U028,U051,5.85,65.0,10.0,24.42,1,2025-07-03
U028,U034,65.66,45.0,10.0,48.33,1,2025-01-30
U028,U065,0.84,30.0,10.0,11.42,1,2025-06-06
U028,U012,2.94,55.0,10.0,19.97,0,2025-01-25
U028,U072,0.76,45.0,10.0,15.88,1,2025-02-23
U029,U065,40.32,30.0,10.0,31.16,1,2025-01-13
U029,U068,6.2,45.0,10.0,18.6,1,2025-02-28
U029,U028,4.69,45.0,10.0,17.85,1,2025-02-05
U029,U012,35.13,30.0,10.0,28.57,0,2025-05-19
U029,U008,3.57,10.0,10.0,6.79,1,2025-02-03
U029,U073,21.41,55.0,50.0,37.21,1,2025-03-27
U029,U003,56.78,30.0,50.0,47.39,1,2025-01-31
U029,U042,7.36,45.0,10.0,19.18,1,2025-03-30
U029,U052,7.44,45.0,100.0,37.22,0,2025-01-21
U029,U024,3.78,55.0,10.0,20.39,1,2025-01-19
U029,U026,9.27,45.0,100.0,38.13,1,2025-03-16
U029,U062,43.86,45.0,10.0,37.43,0,2025-06-13
U029,U066,4.19,45.0,50.0,25.6,0,2025-02-07
U029,U054,4.12,55.0,50.0,28.56,1,2025-05-14
U029,U061,33.28,55.0,10.0,35.14,1,2025-03-28
U029,U055,2.84,45.0,10.0,16.92,1,2025-05-17
U029,U001,6.84,45.0,10.0,18.92,0,2025-07-01
U029,U056,4.76,65.0,10.0,23.88,0,2025-04-19
U029,U040,8.51,30.0,10.0,15.25,0,2025-02-16
U029,U014,38.28,45.0,10.0,34.64,0,2025-06-02
U029,U049,6.34,45.0,10.0,18.67,0,2025-05-29
U029,U016,5.34,55.0,100.0,39.17,0,2025-03-11
U029,U017,8.14,45.0,10.0,19.57,0,2025-06-03
U029,U025,3.0,55.0,50.0,28.0,0,2025-01-14
U029,U047,4.39,30.0,10.0,13.19,0,2025-05-12
U029,U010,56.24,75.0,10.0,52.62,1,2025-02-09
U029,U064,5.65,30.0,50.0,21.82,1,2025-02-10
U030,U053,3.86,100.0,10.0,33.93,0,2025-07-07
U030,U018,3.74,45.0,50.0,25.37,1,2025-01-20
U030,U050,1.72,10.0,100.0,23.86,1,2025-06-29
U030,U039,7.51,75.0,100.0,46.25,1,2025-05-02
U030,U037,7.12,30.0,10.0,14.56,0,2025-03-22
U030,U060,3.89,45.0,50.0,25.45,1,2025-01-20
U030,U028,62.86,45.0,50.0,54.93,1,2025-06-12
U030,U064,16.49,55.0,10.0,26.75,1,2025-05-06
U030,U014,1.29,45.0,10.0,16.14,0,2025-05-10
U030,U010,1.6,10.0,10.0,5.8,0,2025-05-05
U030,U068,2.58,45.0,100.0,34.79,0,2025-01-16
U030,U035,35.07,45.0,10.0,33.03,1,2025-07-01
U030,U041,5.67,45.0,50.0,26.33,0,2025-03-07
U030,U038,44.08,55.0,50.0,48.54,1,2025-01-23
U030,U021,17.56,55.0,10.0,27.28,0,2025-06-16
U030,U063,4.59,10.0,10.0,7.3,1,2025-07-07
U030,U057,0.73,55.0,10.0,18.87,0,2025-03-14
U030,U015,6.48,30.0,50.0,22.24,1,2025-04-06
U030,U031,4.56,10.0,100.0,25.28,1,2025-06-27
U030,U070,2.63,55.0,50.0,27.82,0,2025-05-14
U030,U056,3.02,30.0,10.0,12.51,0,2025-01-10
U030,U032,5.77,45.0,10.0,18.39,1,2025-06-03
U030,U042,3.25,45.0,10.0,17.13,1,2025-01-10
U030,U054,5.53,100.0,10.0,34.76,0,2025-02-13
U030,U069,8.85,10.0,10.0,9.42,0,2025-07-06
U030,U019,2.32,10.0,10.0,6.16,0,2025-03-28
U030,U004,6.05,55.0,10.0,21.52,0,2025-04-18
U031,U035,2.63,45.0,10.0,16.81,0,2025-05-02
U031,U013,0.74,75.0,10.0,24.87,0,2025-06-30
U031,U044,64.28,55.0,10.0,50.64,1,2025-04-04
U031,U028,2.18,45.0,50.0,24.59,0,2025-06-25
U031,U014,3.25,45.0,10.0,17.12,0,2025-07-01
U031,U064,3.25,30.0,10.0,12.63,0,2025-02-20
U031,U043,91.24,30.0,10.0,56.62,1,2025-02-17
U031,U071,6.09,55.0,10.0,21.55,1,2025-05-20
U031,U005,2.67,100.0,10.0,33.33,1,2025-02-13
U031,U016,1.89,55.0,10.0,19.45,0,2025-04-12
U031,U020,8.03,55.0,50.0,30.51,1,2025-05-11
U031,U066,3.29,45.0,10.0,17.15,1,2025-02-23
U031,U039,9.58,10.0,100.0,27.79,1,2025-01-18
U031,U003,5.09,30.0,10.0,13.54,1,2025-01-24
U031,U041,29.36,45.0,50.0,38.18,1,2025-06-10
U031,U058,3.14,45.0,10.0,17.07,1,2025-04-29
U031,U025,2.13,55.0,10.0,19.57,1,2025-01-21
U031,U029,9.12,75.0,10.0,29.06,0,2025-03-28
U031,U059,2.38,75.0,100.0,43.69,1,2025-05-23
U031,U015,2.28,55.0,50.0,27.64,1,2025-05-30
U031,U048,1.36,75.0,10.0,25.18,1,2025-03-13
U031,U075,35.43,30.0,10.0,28.72,0,2025-05-26
U031,U051,2.27,55.0,10.0,19.63,0,2025-03-18
U031,U067,1.91,75.0,10.0,25.45,1,2025-06-12
U031,U036,1.86,45.0,10.0,16.43,0,2025-04-13
U031,U021,59.3,30.0,10.0,40.65,1,2025-05-07
U031,U033,2.97,55.0,10.0,19.99,0,2025-02-23
U032,U068,3.64,45.0,10.0,17.32,1,2025-05-26
U032,U004,57.22,65.0,10.0,50.11,0,2025-04-09
U032,U070,3.75,55.0,10.0,20.38,0,2025-04-06
U032,U029,6.75,45.0,10.0,18.88,1,2025-06-03
U032,U033,1.45,30.0,10.0,11.73,0,2025-02-19
U032,U010,3.88,45.0,10.0,17.44,1,2025-05-23
U032,U003,7.29,55.0,10.0,22.15,1,2025-01-12
U032,U027,1.31,45.0,10.0,16.15,1,2025-01-28
U032,U043,31.31,30.0,10.0,26.66,1,2025-04-07
U032,U017,55.67,45.0,10.0,43.34,0,2025-06-11
U032,U015,2.54,55.0,10.0,19.77,1,2025-04-08
U032,U065,3.92,30.0,10.0,12.96,0,2025-02-03
U032,U005,19.73,65.0,10.0,31.37,1,2025-02-20
U032,U030,5.77,45.0,10.0,18.39,1,2025-04-23
U032,U007,41.66,45.0,10.0,36.33,1,2025-02-23
U032,U002,5.94,30.0,10.0,13.97,1,2025-04-24
U032,U025,4.22,30.0,10.0,13.11,0,2025-01-19
U032,U040,5.13,30.0,10.0,13.57,1,2025-05-14
U032,U020,5.96,30.0,10.0,13.98,1,2025-06-26
U032,U011,3.77,100.0,10.0,33.89,1,2025-01-25
U032,U049,2.35,10.0,10.0,6.18,0,2025-01-14
U032,U006,55.05,45.0,10.0,43.03,0,2025-04-12
U032,U063,29.85,45.0,10.0,30.43,0,2025-04-14
U032,U009,1.25,45.0,10.0,16.12,1,2025-04-29
U032,U061,5.36,30.0,10.0,13.68,1,2025-02-20
U032,U050,6.28,45.0,10.0,18.64,1,2025-02-15
U032,U067,57.21,45.0,10.0,44.11,1,2025-05-19
U033,U037,6.55,45.0,100.0,36.78,0,2025-02-04
U033,U053,4.67,75.0,10.0,26.84,1,2025-03-25
U033,U001,4.19,30.0,50.0,21.09,0,2025-07-04
U033,U063,6.49,55.0,50.0,29.74,1,2025-03-09
U033,U048,3.29,55.0,10.0,20.14,1,2025-03-09
U033,U027,47.2,55.0,10.0,42.1,0,2025-03-06
U033,U012,4.63,65.0,100.0,41.82,0,2025-04-23
U033,U055,46.81,55.0,50.0,49.9,1,2025-06-30
U033,U054,48.24,75.0,10.0,48.62,0,2025-05-06
U033,U009,2.58,55.0,10.0,19.79,0,2025-05-16
U033,U072,4.39,55.0,50.0,28.69,0,2025-01-12
U033,U060,1.46,30.0,10.0,11.73,0,2025-01-23
U033,U021,3.27,65.0,10.0,23.14,1,2025-01-26
U033,U050,13.72,55.0,10.0,25.36,1,2025-03-29
U033,U035,1.69,30.0,10.0,11.85,0,2025-02-14
U033,U070,4.79,45.0,10.0,17.9,1,2025-02-25
U033,U058,7.9,30.0,10.0,14.95,0,2025-04-15
U033,U067,2.23,55.0,10.0,19.62,0,2025-03-29
U033,U010,2.6,55.0,50.0,27.8,1,2025-04-01
U033,U034,42.77,55.0,10.0,39.88,1,2025-06-11
U033,U049,3.41,55.0,10.0,20.2,0,2025-05-19
U033,U069,3.55,55.0,10.0,20.28,0,2025-04-13
U033,U066,48.06,30.0,10.0,35.03,0,2025-02-13
U033,U026,3.25,30.0,10.0,12.63,0,2025-05-02
U033,U032,1.45,30.0,10.0,11.73,1,2025-05-19
U033,U008,7.9,100.0,10.0,35.95,1,2025-05-23
U033,U074,4.79,45.0,10.0,17.9,1,2025-06-06
U034,U048,2.72,45.0,10.0,16.86,0,2025-06-24
U034,U021,4.01,55.0,50.0,28.51,1,2025-02-02
U034,U064,5.68,55.0,50.0,29.34,1,2025-03-10
U034,U046,4.32,30.0,10.0,13.16,0,2025-05-15
U034,U012,3.47,55.0,10.0,20.24,1,2025-02-09
U034,U040,71.88,55.0,10.0,54.44,0,2025-02-16
U034,U020,2.05,55.0,10.0,19.53,0,2025-01-31
